cluster_id,household_id,child_age_months,child_sex,mother_education,urban_rural,district,wealth_index,disability,province
918.0,1.0,22.0,0,0.0,1,27.0,2.0,2.0,0
918.0,1.0,19.0,1,0.0,1,27.0,2.0,2.0,0
918.0,1.0,16.0,1,0.0,1,27.0,2.0,0.0,0
918.0,1.0,7.0,1,0.0,1,27.0,2.0,0.0,0
918.0,2.0,48.0,0,0.0,1,27.0,2.0,2.0,0
918.0,2.0,44.0,1,0.0,1,27.0,2.0,2.0,0
918.0,2.0,11.0,1,0.0,1,27.0,2.0,0.0,0
918.0,2.0,30.0,1,0.0,1,27.0,2.0,2.0,0
918.0,2.0,39.0,0,0.0,1,27.0,2.0,2.0,0
918.0,2.0,31.0,1,0.0,1,27.0,2.0,2.0,0
918.0,2.0,13.0,0,0.0,1,27.0,2.0,0.0,0
918.0,2.0,12.0,1,0.0,1,27.0,2.0,0.0,0
918.0,2.0,9.0,1,0.0,1,27.0,2.0,0.0,0
918.0,2.0,6.0,1,0.0,1,27.0,2.0,0.0,0
918.0,2.0,6.0,0,0.0,1,27.0,2.0,0.0,0
918.0,2.0,94.0,0,0.0,1,27.0,2.0,2.0,0
918.0,3.0,60.0,0,0.0,1,27.0,3.0,2.0,0
918.0,3.0,53.0,1,0.0,1,27.0,3.0,1.0,0
918.0,3.0,48.0,0,0.0,1,27.0,3.0,2.0,0
918.0,3.0,32.0,1,0.0,1,27.0,3.0,2.0,0
918.0,3.0,14.0,0,0.0,1,27.0,3.0,0.0,0
918.0,3.0,11.0,0,0.0,1,27.0,3.0,0.0,0
918.0,3.0,7.0,1,0.0,1,27.0,3.0,0.0,0
918.0,3.0,6.0,1,0.0,1,27.0,3.0,0.0,0
918.0,3.0,3.0,1,0.0,1,27.0,3.0,0.0,0
918.0,3.0,30.0,0,0.0,1,27.0,3.0,2.0,0
918.0,3.0,26.0,1,0.0,1,27.0,3.0,2.0,0
918.0,3.0,0.0,1,0.0,1,27.0,3.0,0.0,0
918.0,3.0,24.0,0,0.0,1,27.0,3.0,2.0,0
918.0,3.0,22.0,1,0.0,1,27.0,3.0,2.0,0
918.0,3.0,18.0,0,0.0,1,27.0,3.0,2.0,0
918.0,4.0,95.0,0,0.0,1,27.0,2.0,1.0,0
918.0,4.0,75.0,1,0.0,1,27.0,2.0,1.0,0
918.0,4.0,50.0,0,0.0,1,27.0,2.0,2.0,0
918.0,4.0,49.0,1,0.0,1,27.0,2.0,2.0,0
918.0,4.0,11.0,0,0.0,1,27.0,2.0,0.0,0
918.0,4.0,13.0,0,0.0,1,27.0,2.0,0.0,0
918.0,4.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,4.0,13.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,8.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,7.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,6.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,6.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,4.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,3.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,33.0,0,0.0,1,27.0,2.0,2.0,0
918.0,4.0,29.0,1,0.0,1,27.0,2.0,2.0,0
918.0,4.0,13.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,14.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,12.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,7.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,6.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,4.0,0,0.0,1,27.0,2.0,0.0,0
918.0,4.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,4.0,9.0,0,0.0,1,27.0,2.0,0.0,0
918.0,4.0,29.0,0,0.0,1,27.0,2.0,2.0,0
918.0,4.0,24.0,1,0.0,1,27.0,2.0,2.0,0
918.0,4.0,10.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,7.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,0.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,27.0,0,0.0,1,27.0,2.0,2.0,0
918.0,4.0,26.0,1,0.0,1,27.0,2.0,2.0,0
918.0,4.0,9.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,6.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,5.0,1,0.0,1,27.0,2.0,0.0,0
918.0,4.0,27.0,0,0.0,1,27.0,2.0,2.0,0
918.0,4.0,22.0,1,0.0,1,27.0,2.0,2.0,0
918.0,5.0,25.0,0,0.0,1,27.0,2.0,2.0,0
918.0,5.0,23.0,1,0.0,1,27.0,2.0,2.0,0
918.0,5.0,5.0,1,0.0,1,27.0,2.0,0.0,0
918.0,5.0,3.0,1,0.0,1,27.0,2.0,0.0,0
918.0,5.0,1.0,1,0.0,1,27.0,2.0,0.0,0
918.0,6.0,76.0,0,0.0,1,27.0,2.0,1.0,0
918.0,6.0,60.0,1,0.0,1,27.0,2.0,2.0,0
918.0,6.0,34.0,1,0.0,1,27.0,2.0,2.0,0
918.0,6.0,6.0,1,0.0,1,27.0,2.0,0.0,0
918.0,6.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,6.0,8.0,0,0.0,1,27.0,2.0,0.0,0
918.0,6.0,4.0,1,0.0,1,27.0,2.0,0.0,0
918.0,6.0,21.0,0,0.0,1,27.0,2.0,2.0,0
918.0,6.0,16.0,0,0.0,1,27.0,2.0,0.0,0
918.0,6.0,16.0,0,0.0,1,27.0,2.0,0.0,0
918.0,6.0,12.0,1,0.0,1,27.0,2.0,0.0,0
918.0,7.0,37.0,0,0.0,1,27.0,2.0,2.0,0
918.0,7.0,34.0,1,0.0,1,27.0,2.0,2.0,0
918.0,7.0,13.0,0,0.0,1,27.0,2.0,0.0,0
918.0,7.0,10.0,1,0.0,1,27.0,2.0,0.0,0
918.0,7.0,8.0,0,0.0,1,27.0,2.0,0.0,0
918.0,7.0,6.0,0,0.0,1,27.0,2.0,0.0,0
918.0,7.0,4.0,0,0.0,1,27.0,2.0,0.0,0
918.0,7.0,2.0,1,0.0,1,27.0,2.0,0.0,0
918.0,8.0,25.0,0,0.0,1,27.0,2.0,2.0,0
918.0,8.0,23.0,1,0.0,1,27.0,2.0,2.0,0
918.0,8.0,23.0,0,0.0,1,27.0,2.0,2.0,0
918.0,8.0,15.0,1,0.0,1,27.0,2.0,0.0,0
918.0,8.0,13.0,1,0.0,1,27.0,2.0,0.0,0
918.0,8.0,11.0,1,0.0,1,27.0,2.0,0.0,0
918.0,8.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,8.0,6.0,0,0.0,1,27.0,2.0,0.0,0
918.0,8.0,3.0,0,0.0,1,27.0,2.0,0.0,0
918.0,8.0,2.0,0,0.0,1,27.0,2.0,0.0,0
918.0,8.0,50.0,1,0.0,1,27.0,2.0,2.0,0
918.0,9.0,60.0,0,0.0,1,27.0,2.0,1.0,0
918.0,9.0,51.0,1,0.0,1,27.0,2.0,2.0,0
918.0,9.0,28.0,0,0.0,1,27.0,2.0,2.0,0
918.0,9.0,26.0,1,0.0,1,27.0,2.0,2.0,0
918.0,9.0,7.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,7.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,6.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,3.0,1,0.0,1,27.0,2.0,0.0,0
918.0,9.0,18.0,0,0.0,1,27.0,2.0,2.0,0
918.0,9.0,17.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,16.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,9.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,9.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,5.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,31.0,1,0.0,1,27.0,2.0,2.0,0
918.0,9.0,14.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,14.0,1,0.0,1,27.0,2.0,0.0,0
918.0,9.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,7.0,0,0.0,1,27.0,2.0,0.0,0
918.0,9.0,9.0,1,0.0,1,27.0,2.0,0.0,0
918.0,9.0,5.0,1,0.0,1,27.0,2.0,0.0,0
918.0,9.0,1.0,1,0.0,1,27.0,2.0,0.0,0
918.0,10.0,42.0,0,0.0,1,27.0,2.0,2.0,0
918.0,10.0,40.0,1,0.0,1,27.0,2.0,1.0,0
918.0,10.0,25.0,0,0.0,1,27.0,2.0,2.0,0
918.0,10.0,16.0,0,0.0,1,27.0,2.0,0.0,0
918.0,10.0,14.0,1,0.0,1,27.0,2.0,0.0,0
918.0,10.0,8.0,1,0.0,1,27.0,2.0,0.0,0
918.0,10.0,29.0,1,0.0,1,27.0,2.0,2.0,0
918.0,10.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,10.0,8.0,1,0.0,1,27.0,2.0,0.0,0
918.0,10.0,5.0,0,0.0,1,27.0,2.0,0.0,0
918.0,10.0,7.0,1,0.0,1,27.0,2.0,0.0,0
918.0,10.0,5.0,0,0.0,1,27.0,2.0,0.0,0
918.0,11.0,34.0,0,0.0,1,27.0,1.0,2.0,0
918.0,11.0,29.0,1,0.0,1,27.0,1.0,2.0,0
918.0,11.0,10.0,0,0.0,1,27.0,1.0,0.0,0
918.0,11.0,6.0,1,0.0,1,27.0,1.0,0.0,0
918.0,11.0,30.0,0,0.0,1,27.0,1.0,2.0,0
918.0,11.0,28.0,1,0.0,1,27.0,1.0,2.0,0
918.0,11.0,12.0,0,0.0,1,27.0,1.0,0.0,0
918.0,11.0,9.0,1,0.0,1,27.0,1.0,0.0,0
918.0,11.0,8.0,1,0.0,1,27.0,1.0,0.0,0
918.0,11.0,6.0,0,0.0,1,27.0,1.0,0.0,0
918.0,11.0,6.0,0,0.0,1,27.0,1.0,0.0,0
918.0,11.0,4.0,1,0.0,1,27.0,1.0,0.0,0
918.0,11.0,22.0,1,0.0,1,27.0,1.0,2.0,0
918.0,11.0,18.0,0,0.0,1,27.0,1.0,2.0,0
918.0,11.0,16.0,0,0.0,1,27.0,1.0,0.0,0
918.0,11.0,19.0,0,0.0,1,27.0,1.0,2.0,0
918.0,12.0,29.0,0,0.0,1,27.0,1.0,2.0,0
918.0,12.0,22.0,1,0.0,1,27.0,1.0,2.0,0
918.0,12.0,1.0,1,0.0,1,27.0,1.0,0.0,0
918.0,12.0,35.0,1,0.0,1,27.0,1.0,2.0,0
918.0,12.0,15.0,1,0.0,1,27.0,1.0,0.0,0
918.0,12.0,14.0,1,0.0,1,27.0,1.0,0.0,0
918.0,12.0,12.0,0,0.0,1,27.0,1.0,0.0,0
918.0,12.0,19.0,0,0.0,1,27.0,1.0,2.0,0
918.0,12.0,65.0,1,0.0,1,27.0,1.0,1.0,0
918.0,12.0,20.0,0,0.0,1,27.0,1.0,2.0,0
918.0,12.0,39.0,0,0.0,1,27.0,1.0,2.0,0
918.0,12.0,34.0,1,0.0,1,27.0,1.0,2.0,0
918.0,12.0,12.0,1,0.0,1,27.0,1.0,0.0,0
918.0,12.0,11.0,1,0.0,1,27.0,1.0,0.0,0
918.0,12.0,6.0,0,0.0,1,27.0,1.0,0.0,0
918.0,12.0,5.0,1,0.0,1,27.0,1.0,0.0,0
918.0,12.0,3.0,0,0.0,1,27.0,1.0,0.0,0
918.0,12.0,0.0,1,0.0,1,27.0,1.0,0.0,0
918.0,13.0,55.0,0,0.0,1,27.0,1.0,2.0,0
918.0,13.0,51.0,1,0.0,1,27.0,1.0,1.0,0
918.0,13.0,15.0,1,0.0,1,27.0,1.0,0.0,0
918.0,13.0,14.0,0,0.0,1,27.0,1.0,0.0,0
918.0,13.0,12.0,0,0.0,1,27.0,1.0,0.0,0
918.0,13.0,30.0,0,0.0,1,27.0,1.0,1.0,0
918.0,13.0,28.0,1,0.0,1,27.0,1.0,2.0,0
918.0,13.0,9.0,0,0.0,1,27.0,1.0,0.0,0
918.0,13.0,8.0,0,0.0,1,27.0,1.0,0.0,0
918.0,13.0,5.0,1,0.0,1,27.0,1.0,0.0,0
918.0,14.0,40.0,0,0.0,1,27.0,1.0,2.0,0
918.0,14.0,37.0,1,0.0,1,27.0,1.0,2.0,0
918.0,14.0,16.0,1,0.0,1,27.0,1.0,0.0,0
918.0,14.0,13.0,1,0.0,1,27.0,1.0,0.0,0
918.0,14.0,12.0,1,0.0,1,27.0,1.0,0.0,0
918.0,14.0,9.0,1,0.0,1,27.0,1.0,0.0,0
918.0,14.0,8.0,0,0.0,1,27.0,1.0,0.0,0
918.0,14.0,6.0,0,0.0,1,27.0,1.0,0.0,0
918.0,14.0,2.0,0,0.0,1,27.0,1.0,0.0,0
918.0,15.0,56.0,0,0.0,1,27.0,2.0,2.0,0
918.0,15.0,50.0,1,0.0,1,27.0,2.0,2.0,0
918.0,15.0,20.0,1,0.0,1,27.0,2.0,2.0,0
918.0,15.0,16.0,1,0.0,1,27.0,2.0,0.0,0
918.0,15.0,15.0,1,0.0,1,27.0,2.0,0.0,0
918.0,15.0,13.0,1,0.0,1,27.0,2.0,0.0,0
918.0,15.0,12.0,1,0.0,1,27.0,2.0,0.0,0
918.0,15.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,15.0,8.0,0,0.0,1,27.0,2.0,0.0,0
918.0,15.0,6.0,1,0.0,1,27.0,2.0,0.0,0
918.0,15.0,4.0,0,0.0,1,27.0,2.0,0.0,0
918.0,15.0,2.0,0,0.0,1,27.0,2.0,0.0,0
918.0,15.0,86.0,0,0.0,1,27.0,2.0,2.0,0
918.0,16.0,69.0,0,0.0,1,27.0,2.0,2.0,0
918.0,16.0,60.0,1,0.0,1,27.0,2.0,2.0,0
918.0,16.0,22.0,1,0.0,1,27.0,2.0,2.0,0
918.0,16.0,16.0,0,0.0,1,27.0,2.0,0.0,0
918.0,16.0,14.0,0,0.0,1,27.0,2.0,0.0,0
918.0,16.0,10.0,0,0.0,1,27.0,2.0,0.0,0
918.0,16.0,5.0,1,0.0,1,27.0,2.0,0.0,0
918.0,16.0,3.0,1,0.0,1,27.0,2.0,0.0,0
918.0,17.0,62.0,0,0.0,1,27.0,1.0,1.0,0
918.0,17.0,52.0,1,0.0,1,27.0,1.0,2.0,0
918.0,17.0,23.0,0,0.0,1,27.0,1.0,2.0,0
918.0,17.0,17.0,1,0.0,1,27.0,1.0,2.0,0
918.0,17.0,15.0,1,0.0,1,27.0,1.0,0.0,0
918.0,17.0,43.0,1,0.0,1,27.0,1.0,2.0,0
918.0,17.0,21.0,0,0.0,1,27.0,1.0,2.0,0
918.0,17.0,15.0,1,0.0,1,27.0,1.0,0.0,0
918.0,17.0,13.0,1,0.0,1,27.0,1.0,0.0,0
918.0,17.0,12.0,0,0.0,1,27.0,1.0,0.0,0
918.0,17.0,11.0,0,0.0,1,27.0,1.0,0.0,0
918.0,17.0,8.0,0,0.0,1,27.0,1.0,0.0,0
918.0,17.0,5.0,0,0.0,1,27.0,1.0,0.0,0
918.0,17.0,3.0,1,0.0,1,27.0,1.0,0.0,0
918.0,17.0,0.0,1,0.0,1,27.0,1.0,0.0,0
918.0,18.0,28.0,0,0.0,1,27.0,1.0,2.0,0
918.0,18.0,26.0,1,0.0,1,27.0,1.0,2.0,0
918.0,18.0,10.0,0,0.0,1,27.0,1.0,0.0,0
918.0,18.0,8.0,0,0.0,1,27.0,1.0,0.0,0
918.0,18.0,6.0,0,0.0,1,27.0,1.0,0.0,0
918.0,18.0,1.0,1,0.0,1,27.0,1.0,0.0,0
918.0,19.0,30.0,0,0.0,1,27.0,1.0,2.0,0
918.0,19.0,26.0,1,0.0,1,27.0,1.0,2.0,0
918.0,19.0,4.0,0,0.0,1,27.0,1.0,0.0,0
918.0,19.0,1.0,1,0.0,1,27.0,1.0,0.0,0
918.0,20.0,45.0,0,0.0,1,27.0,1.0,2.0,0
918.0,20.0,20.0,1,0.0,1,27.0,1.0,2.0,0
918.0,20.0,25.0,0,0.0,1,27.0,1.0,2.0,0
918.0,20.0,18.0,1,0.0,1,27.0,1.0,2.0,0
918.0,20.0,18.0,0,0.0,1,27.0,1.0,2.0,0
918.0,20.0,15.0,0,0.0,1,27.0,1.0,0.0,0
918.0,20.0,13.0,0,0.0,1,27.0,1.0,0.0,0
918.0,20.0,12.0,1,0.0,1,27.0,1.0,0.0,0
918.0,20.0,10.0,1,0.0,1,27.0,1.0,0.0,0
918.0,20.0,8.0,0,0.0,1,27.0,1.0,0.0,0
919.0,1.0,39.0,0,0.0,1,27.0,1.0,2.0,0
919.0,1.0,37.0,1,0.0,1,27.0,1.0,2.0,0
919.0,1.0,14.0,1,0.0,1,27.0,1.0,0.0,0
919.0,1.0,14.0,1,0.0,1,27.0,1.0,0.0,0
919.0,1.0,11.0,1,0.0,1,27.0,1.0,0.0,0
919.0,1.0,10.0,0,0.0,1,27.0,1.0,0.0,0
919.0,1.0,7.0,0,0.0,1,27.0,1.0,0.0,0
919.0,1.0,6.0,1,0.0,1,27.0,1.0,0.0,0
919.0,1.0,4.0,0,0.0,1,27.0,1.0,0.0,0
919.0,1.0,2.0,0,0.0,1,27.0,1.0,0.0,0
919.0,2.0,55.0,0,0.0,1,27.0,1.0,2.0,0
919.0,2.0,47.0,1,0.0,1,27.0,1.0,2.0,0
919.0,2.0,22.0,0,0.0,1,27.0,1.0,2.0,0
919.0,2.0,19.0,1,0.0,1,27.0,1.0,2.0,0
919.0,2.0,16.0,1,0.0,1,27.0,1.0,0.0,0
919.0,2.0,14.0,1,0.0,1,27.0,1.0,0.0,0
919.0,2.0,13.0,0,0.0,1,27.0,1.0,0.0,0
919.0,2.0,9.0,1,0.0,1,27.0,1.0,0.0,0
919.0,2.0,6.0,1,0.0,1,27.0,1.0,0.0,0
919.0,3.0,29.0,0,0.0,1,27.0,1.0,2.0,0
919.0,3.0,22.0,1,0.0,1,27.0,1.0,2.0,0
919.0,3.0,2.0,1,0.0,1,27.0,1.0,0.0,0
919.0,3.0,0.0,0,0.0,1,27.0,1.0,0.0,0
919.0,4.0,60.0,0,0.0,1,27.0,2.0,2.0,0
919.0,4.0,49.0,1,0.0,1,27.0,2.0,2.0,0
919.0,4.0,22.0,0,0.0,1,27.0,2.0,2.0,0
919.0,4.0,20.0,0,0.0,1,27.0,2.0,2.0,0
919.0,4.0,15.0,0,0.0,1,27.0,2.0,0.0,0
919.0,5.0,70.0,0,0.0,1,27.0,1.0,2.0,0
919.0,5.0,45.0,1,0.0,1,27.0,1.0,2.0,0
919.0,5.0,18.0,0,0.0,1,27.0,1.0,2.0,0
919.0,5.0,15.0,0,0.0,1,27.0,1.0,0.0,0
919.0,5.0,11.0,0,0.0,1,27.0,1.0,0.0,0
919.0,5.0,10.0,0,0.0,1,27.0,1.0,0.0,0
919.0,5.0,9.0,1,0.0,1,27.0,1.0,0.0,0
919.0,5.0,7.0,1,0.0,1,27.0,1.0,0.0,0
919.0,5.0,7.0,1,0.0,1,27.0,1.0,0.0,0
919.0,5.0,6.0,1,0.0,1,27.0,1.0,0.0,0
919.0,5.0,4.0,0,0.0,1,27.0,1.0,0.0,0
919.0,6.0,60.0,0,0.0,1,27.0,1.0,2.0,0
919.0,6.0,65.0,1,0.0,1,27.0,1.0,2.0,0
919.0,6.0,31.0,0,0.0,1,27.0,1.0,2.0,0
919.0,6.0,28.0,1,0.0,1,27.0,1.0,2.0,0
919.0,6.0,10.0,1,0.0,1,27.0,1.0,0.0,0
919.0,6.0,8.0,1,0.0,1,27.0,1.0,0.0,0
919.0,6.0,7.0,1,0.0,1,27.0,1.0,0.0,0
919.0,6.0,5.0,0,0.0,1,27.0,1.0,0.0,0
919.0,6.0,2.0,1,0.0,1,27.0,1.0,0.0,0
919.0,6.0,1.0,0,0.0,1,27.0,1.0,0.0,0
919.0,7.0,41.0,0,0.0,1,27.0,1.0,2.0,0
919.0,7.0,39.0,1,0.0,1,27.0,1.0,2.0,0
919.0,7.0,14.0,0,0.0,1,27.0,1.0,0.0,0
919.0,7.0,12.0,0,0.0,1,27.0,1.0,0.0,0
919.0,7.0,10.0,1,0.0,1,27.0,1.0,0.0,0
919.0,7.0,6.0,1,0.0,1,27.0,1.0,0.0,0
919.0,7.0,5.0,1,0.0,1,27.0,1.0,0.0,0
919.0,7.0,3.0,0,0.0,1,27.0,1.0,0.0,0
919.0,7.0,1.0,0,0.0,1,27.0,1.0,0.0,0
919.0,7.0,76.0,1,0.0,1,27.0,1.0,1.0,0
919.0,7.0,77.0,0,0.0,1,27.0,1.0,1.0,0
919.0,7.0,24.0,1,0.0,1,27.0,1.0,2.0,0
919.0,7.0,21.0,0,0.0,1,27.0,1.0,2.0,0
919.0,8.0,55.0,0,0.0,1,27.0,1.0,2.0,0
919.0,8.0,52.0,1,0.0,1,27.0,1.0,2.0,0
919.0,8.0,37.0,0,0.0,1,27.0,1.0,2.0,0
919.0,8.0,31.0,1,0.0,1,27.0,1.0,2.0,0
919.0,8.0,7.0,1,0.0,1,27.0,1.0,0.0,0
919.0,8.0,5.0,0,0.0,1,27.0,1.0,0.0,0
919.0,8.0,3.0,0,0.0,1,27.0,1.0,0.0,0
919.0,8.0,29.0,0,0.0,1,27.0,1.0,2.0,0
919.0,8.0,24.0,1,0.0,1,27.0,1.0,2.0,0
919.0,8.0,2.0,0,0.0,1,27.0,1.0,0.0,0
919.0,8.0,19.0,0,0.0,1,27.0,1.0,2.0,0
919.0,8.0,18.0,0,0.0,1,27.0,1.0,2.0,0
919.0,8.0,15.0,1,0.0,1,27.0,1.0,0.0,0
919.0,9.0,50.0,0,0.0,1,27.0,1.0,2.0,0
919.0,9.0,48.0,1,0.0,1,27.0,1.0,2.0,0
919.0,9.0,22.0,1,0.0,1,27.0,1.0,2.0,0
919.0,9.0,18.0,1,0.0,1,27.0,1.0,2.0,0
919.0,9.0,15.0,1,0.0,1,27.0,1.0,0.0,0
919.0,9.0,13.0,1,0.0,1,27.0,1.0,0.0,0
919.0,9.0,12.0,0,0.0,1,27.0,1.0,0.0,0
919.0,9.0,10.0,1,0.0,1,27.0,1.0,0.0,0
919.0,9.0,6.0,1,0.0,1,27.0,1.0,0.0,0
919.0,10.0,60.0,0,0.0,1,27.0,2.0,2.0,0
919.0,10.0,55.0,1,0.0,1,27.0,2.0,2.0,0
919.0,10.0,28.0,1,0.0,1,27.0,2.0,2.0,0
919.0,10.0,26.0,0,0.0,1,27.0,2.0,2.0,0
919.0,10.0,23.0,1,0.0,1,27.0,2.0,2.0,0
919.0,10.0,20.0,0,0.0,1,27.0,2.0,2.0,0
919.0,10.0,14.0,0,0.0,1,27.0,2.0,0.0,0
919.0,10.0,12.0,0,0.0,1,27.0,2.0,0.0,0
919.0,10.0,10.0,0,0.0,1,27.0,2.0,0.0,0
919.0,10.0,9.0,1,0.0,1,27.0,2.0,0.0,0
919.0,10.0,7.0,1,0.0,1,27.0,2.0,0.0,0
919.0,10.0,5.0,1,0.0,1,27.0,2.0,0.0,0
919.0,10.0,34.0,0,0.0,1,27.0,2.0,2.0,0
919.0,10.0,30.0,1,0.0,1,27.0,2.0,2.0,0
919.0,10.0,5.0,0,0.0,1,27.0,2.0,0.0,0
919.0,10.0,3.0,1,0.0,1,27.0,2.0,0.0,0
919.0,10.0,2.0,1,0.0,1,27.0,2.0,0.0,0
919.0,11.0,53.0,0,0.0,1,27.0,1.0,2.0,0
919.0,11.0,46.0,1,0.0,1,27.0,1.0,2.0,0
919.0,11.0,18.0,1,0.0,1,27.0,1.0,2.0,0
919.0,11.0,16.0,1,0.0,1,27.0,1.0,0.0,0
919.0,11.0,15.0,0,0.0,1,27.0,1.0,0.0,0
919.0,11.0,13.0,0,0.0,1,27.0,1.0,0.0,0
919.0,11.0,10.0,1,0.0,1,27.0,1.0,0.0,0
919.0,11.0,8.0,1,0.0,1,27.0,1.0,0.0,0
919.0,11.0,6.0,0,0.0,1,27.0,1.0,0.0,0
919.0,11.0,3.0,1,0.0,1,27.0,1.0,0.0,0
919.0,12.0,65.0,0,0.0,1,27.0,1.0,2.0,0
919.0,12.0,60.0,1,0.0,1,27.0,1.0,2.0,0
919.0,12.0,29.0,0,0.0,1,27.0,1.0,2.0,0
919.0,12.0,25.0,1,0.0,1,27.0,1.0,2.0,0
919.0,12.0,7.0,1,0.0,1,27.0,1.0,0.0,0
919.0,12.0,5.0,0,0.0,1,27.0,1.0,0.0,0
919.0,12.0,2.0,1,0.0,1,27.0,1.0,0.0,0
919.0,12.0,0.0,1,0.0,1,27.0,1.0,0.0,0
919.0,13.0,67.0,0,0.0,1,27.0,1.0,2.0,0
919.0,13.0,53.0,1,0.0,1,27.0,1.0,1.0,0
919.0,13.0,36.0,0,0.0,1,27.0,1.0,2.0,0
919.0,13.0,32.0,1,0.0,1,27.0,1.0,2.0,0
919.0,13.0,8.0,0,0.0,1,27.0,1.0,0.0,0
919.0,13.0,6.0,1,0.0,1,27.0,1.0,0.0,0
919.0,13.0,4.0,0,0.0,1,27.0,1.0,0.0,0
919.0,13.0,0.0,1,0.0,1,27.0,1.0,0.0,0
919.0,13.0,21.0,0,0.0,1,27.0,1.0,2.0,0
919.0,13.0,16.0,1,0.0,1,27.0,1.0,0.0,0
919.0,13.0,20.0,0,0.0,1,27.0,1.0,2.0,0
919.0,13.0,14.0,0,0.0,1,27.0,1.0,0.0,0
919.0,13.0,12.0,1,0.0,1,27.0,1.0,0.0,0
919.0,14.0,75.0,0,0.0,1,27.0,1.0,1.0,0
919.0,14.0,50.0,1,0.0,1,27.0,1.0,2.0,0
919.0,14.0,49.0,0,0.0,1,27.0,1.0,2.0,0
919.0,14.0,34.0,1,0.0,1,27.0,1.0,2.0,0
919.0,14.0,24.0,1,0.0,1,27.0,1.0,1.0,0
919.0,14.0,21.0,0,0.0,1,27.0,1.0,1.0,0
919.0,14.0,18.0,0,0.0,1,27.0,1.0,2.0,0
919.0,15.0,33.0,0,0.0,1,27.0,1.0,2.0,0
919.0,15.0,26.0,1,0.0,1,27.0,1.0,2.0,0
919.0,15.0,11.0,0,0.0,1,27.0,1.0,0.0,0
919.0,15.0,8.0,0,0.0,1,27.0,1.0,0.0,0
919.0,15.0,4.0,0,0.0,1,27.0,1.0,0.0,0
919.0,15.0,1.0,0,0.0,1,27.0,1.0,0.0,0
919.0,15.0,25.0,0,0.0,1,27.0,1.0,2.0,0
919.0,15.0,18.0,1,0.0,1,27.0,1.0,2.0,0
919.0,16.0,55.0,0,0.0,1,27.0,1.0,1.0,0
919.0,16.0,50.0,1,0.0,1,27.0,1.0,2.0,0
919.0,16.0,28.0,0,0.0,1,27.0,1.0,2.0,0
919.0,16.0,23.0,1,0.0,1,27.0,1.0,2.0,0
919.0,16.0,3.0,1,0.0,1,27.0,1.0,0.0,0
919.0,16.0,23.0,0,0.0,1,27.0,1.0,2.0,0
919.0,16.0,21.0,0,0.0,1,27.0,1.0,2.0,0
919.0,16.0,13.0,1,0.0,1,27.0,1.0,0.0,0
919.0,16.0,12.0,1,0.0,1,27.0,1.0,0.0,0
919.0,16.0,6.0,0,0.0,1,27.0,1.0,0.0,0
919.0,16.0,5.0,0,0.0,1,27.0,1.0,0.0,0
919.0,16.0,1.0,1,0.0,1,27.0,1.0,0.0,0
919.0,16.0,1.0,1,0.0,1,27.0,1.0,0.0,0
919.0,17.0,44.0,0,0.0,1,27.0,1.0,2.0,0
919.0,17.0,36.0,1,0.0,1,27.0,1.0,2.0,0
919.0,17.0,14.0,1,0.0,1,27.0,1.0,0.0,0
919.0,17.0,12.0,0,0.0,1,27.0,1.0,0.0,0
919.0,17.0,10.0,0,0.0,1,27.0,1.0,0.0,0
